_id,METER_CODE,FOLIO_NUMBER,GROSS_UNACCOUNTED
663d31c3d9a15983eb2c365d,MTR_301,07/07/2022,7
663d31c3d9a15983eb2c365e,MTR_301,07/08/2022,4
663d31c3d9a15983eb2c365f,MTR_301,07/09/2022,0
663d31c3d9a15983eb2c3660,MTR_301,07/11/2022,2
663d31c3d9a15983eb2c3661,MTR_301,07/12/2022,-1
663d31c3d9a15983eb2c3662,MTR_301,07/13/2022,2
663d31c3d9a15983eb2c3663,MTR_301,07/14/2022,-1
663d31c3d9a15983eb2c3664,MTR_301,07/15/2022,3
663d31c3d9a15983eb2c3665,MTR_301,07/16/2022,4
663d31c3d9a15983eb2c3666,MTR_301,07/18/2022,5
663d31c3d9a15983eb2c3667,MTR_301,07/19/2022,1
663d31c3d9a15983eb2c3668,MTR_301,07/20/2022,3
663d31c3d9a15983eb2c3669,MTR_301,07/21/2022,-1
663d31c3d9a15983eb2c366a,MTR_301,07/22/2022,3
663d31c3d9a15983eb2c366b,MTR_301,07/23/2022,3
663d31c3d9a15983eb2c366c,MTR_301,07/25/2022,3
663d31c3d9a15983eb2c366d,MTR_301,07/26/2022,5
663d31c3d9a15983eb2c366e,MTR_301,07/27/2022,3
663d31c3d9a15983eb2c366f,MTR_301,07/28/2022,4
663d31c3d9a15983eb2c3670,MTR_301,07/29/2022,4
663d31c3d9a15983eb2c3671,MTR_301,07/30/2022,2
663d31c3d9a15983eb2c3672,MTR_301,08/01/2022,2
663d31c3d9a15983eb2c3673,MTR_301,08/02/2022,3
663d31c3d9a15983eb2c3674,MTR_301,08/03/2022,2
663d31c3d9a15983eb2c3675,MTR_301,08/04/2022,4
663d31c3d9a15983eb2c3676,MTR_301,08/05/2022,3
663d31c3d9a15983eb2c3677,MTR_301,08/06/2022,0
663d31c3d9a15983eb2c3678,MTR_301,08/08/2022,0
663d31c3d9a15983eb2c3679,MTR_301,08/09/2022,0
663d31c3d9a15983eb2c367a,MTR_301,08/11/2022,0
663d31c3d9a15983eb2c367b,MTR_301,08/12/2022,0
663d31c3d9a15983eb2c367c,MTR_301,08/13/2022,0
663d31c3d9a15983eb2c367d,MTR_301,08/14/2022,0
663d31c3d9a15983eb2c367e,MTR_301,08/15/2022,0
663d31c3d9a15983eb2c367f,MTR_301,08/16/2022,0
663d31c3d9a15983eb2c3680,MTR_301,08/17/2022,0
663d31c3d9a15983eb2c3681,MTR_301,08/18/2022,0
663d31c3d9a15983eb2c3682,MTR_301,08/20/2022,0
663d31c3d9a15983eb2c3683,MTR_301,08/22/2022,0
663d31c3d9a15983eb2c3684,MTR_301,08/23/2022,0
663d31c3d9a15983eb2c3685,MTR_301,08/24/2022,0
663d31c3d9a15983eb2c3686,MTR_301,08/25/2022,0
663d31c3d9a15983eb2c3687,MTR_301,09/21/2022,0
663d31c3d9a15983eb2c3688,MTR_301,09/22/2022,0
663d31c3d9a15983eb2c3689,MTR_301,09/23/2022,0
663d31c3d9a15983eb2c368a,MTR_301,09/24/2022,4
663d31c3d9a15983eb2c368b,MTR_301,09/26/2022,4
663d31c3d9a15983eb2c368c,MTR_301,09/27/2022,0
663d31c3d9a15983eb2c368d,MTR_301,09/28/2022,18974
663d31c3d9a15983eb2c368e,MTR_301,09/29/2022,-1
663d31c3d9a15983eb2c368f,MTR_301,09/30/2022,-1
663d31c3d9a15983eb2c3690,MTR_301,10/01/2022,158748
663d31c3d9a15983eb2c3691,MTR_301,10/04/2022,291556
663d31c3d9a15983eb2c3692,MTR_301,10/05/2022,13968
663d31c3d9a15983eb2c3693,MTR_301,10/06/2022,-2
663d31c3d9a15983eb2c3694,MTR_301,10/07/2022,72896
663d31c3d9a15983eb2c3695,MTR_301,10/08/2022,4
663d31c3d9a15983eb2c3696,MTR_301,10/10/2022,7990
663d31c3d9a15983eb2c3697,MTR_301,10/11/2022,4
663d31c3d9a15983eb2c3698,MTR_301,10/12/2022,2
663d31c3d9a15983eb2c3699,MTR_301,10/13/2022,2
663d31c3d9a15983eb2c369a,MTR_301,10/14/2022,4
663d31c3d9a15983eb2c369b,MTR_301,10/15/2022,7
663d31c3d9a15983eb2c369c,MTR_301,10/17/2022,29949
663d31c3d9a15983eb2c369d,MTR_301,10/18/2022,4
663d31c3d9a15983eb2c369e,MTR_301,10/19/2022,4
663d31c3d9a15983eb2c369f,MTR_301,10/20/2022,383361
663d31c3d9a15983eb2c36a0,MTR_301,10/21/2022,-1
663d31c3d9a15983eb2c36a1,MTR_301,10/22/2022,0
663d31c3d9a15983eb2c36a2,MTR_301,10/24/2022,2
663d31c3d9a15983eb2c36a3,MTR_301,10/25/2022,2
663d31c3d9a15983eb2c36a4,MTR_301,10/26/2022,5
663d31c3d9a15983eb2c36a5,MTR_301,10/27/2022,4
663d31c3d9a15983eb2c36a6,MTR_301,10/28/2022,9
663d31c3d9a15983eb2c36a7,MTR_301,10/29/2022,6
663d31c3d9a15983eb2c36a8,MTR_301,10/31/2022,9
663d31c3d9a15983eb2c36a9,MTR_301,11/01/2022,0
663d31c3d9a15983eb2c36aa,MTR_301,11/02/2022,2
663d31c3d9a15983eb2c36ab,MTR_301,11/03/2022,-2
663d31c3d9a15983eb2c36ac,MTR_301,11/04/2022,2996
663d31c3d9a15983eb2c36ad,MTR_301,11/05/2022,2
663d31c3d9a15983eb2c36ae,MTR_301,11/06/2022,1
663d31c3d9a15983eb2c36af,MTR_301,11/07/2022,0
663d31c3d9a15983eb2c36b0,MTR_301,11/08/2022,3
663d31c3d9a15983eb2c36b1,MTR_301,11/09/2022,-3
663d31c3d9a15983eb2c36b2,MTR_301,11/10/2022,1
663d31c3d9a15983eb2c36b3,MTR_301,11/11/2022,3
663d31c3d9a15983eb2c36b4,MTR_301,11/12/2022,1
663d31c3d9a15983eb2c36b5,MTR_301,11/14/2022,0
663d31c3d9a15983eb2c36b6,MTR_301,11/15/2022,3
663d31c3d9a15983eb2c36b7,MTR_301,11/16/2022,2
663d31c3d9a15983eb2c36b8,MTR_301,11/17/2022,-1
663d31c3d9a15983eb2c36b9,MTR_301,11/18/2022,1
663d31c3d9a15983eb2c36ba,MTR_301,11/19/2022,-1
663d31c3d9a15983eb2c36bb,MTR_301,11/20/2022,1
663d31c3d9a15983eb2c36bc,MTR_301,11/21/2022,2
663d31c3d9a15983eb2c36bd,MTR_301,11/22/2022,13737
663d31c3d9a15983eb2c36be,MTR_301,11/23/2022,1
663d31c3d9a15983eb2c36bf,MTR_301,11/24/2022,7
663d31c3d9a15983eb2c36c0,MTR_301,11/25/2022,1
663d31c3d9a15983eb2c36c1,MTR_301,11/26/2022,4
663d31c3d9a15983eb2c36c2,MTR_301,11/28/2022,2
663d31c3d9a15983eb2c36c3,MTR_301,11/29/2022,0
663d31c3d9a15983eb2c36c4,MTR_301,11/30/2022,1415
663d31c3d9a15983eb2c36c5,MTR_301,12/01/2022,6
663d31c3d9a15983eb2c36c6,MTR_301,12/02/2022,-1
663d31c3d9a15983eb2c36c7,MTR_301,12/03/2022,-3
663d31c3d9a15983eb2c36c8,MTR_301,12/04/2022,0
663d31c3d9a15983eb2c36c9,MTR_301,12/05/2022,0
