_id,FOLIO_NUMBER,TERMINAL_PRODUCT_NUMBER,TANK_CODE,CLOSING_PHYSICAL
663e9561bbc41f1bb248529f,2022-02-19T00:00:00.000Z,1,TK-301,37186108
663e9561bbc41f1bb24852a0,2022-02-20T00:00:00.000Z,1,TK-301,37184788
663e9561bbc41f1bb24852a1,2022-02-21T00:00:00.000Z,1,TK-301,37183060
663e9561bbc41f1bb24852a2,2022-02-22T00:00:00.000Z,1,TK-301,33321654
663e9561bbc41f1bb24852a3,2022-02-23T00:00:00.000Z,1,TK-301,7365585
663e9561bbc41f1bb24852a4,2022-02-24T00:00:00.000Z,1,TK-301,435505
663e9561bbc41f1bb24852a5,2022-02-25T00:00:00.000Z,1,TK-301,435505
663e9561bbc41f1bb24852a6,2022-02-26T00:00:00.000Z,1,TK-301,435505
663e9561bbc41f1bb24852a7,2022-02-27T00:00:00.000Z,1,TK-301,435505
663e9561bbc41f1bb24852a8,2022-02-28T00:00:00.000Z,1,TK-301,38460661
663e9561bbc41f1bb24852a9,2022-03-01T00:00:00.000Z,1,TK-301,38469680
663e9561bbc41f1bb24852aa,2022-03-02T00:00:00.000Z,1,TK-301,38454314
663e9561bbc41f1bb24852ab,2022-03-03T00:00:00.000Z,1,TK-301,38454314
663e9561bbc41f1bb24852ac,2022-03-04T00:00:00.000Z,1,TK-301,4874293
663e9561bbc41f1bb24852ad,2022-03-05T00:00:00.000Z,1,TK-301,4871777
663e9561bbc41f1bb24852ae,2022-03-06T00:00:00.000Z,1,TK-301,12308179
663e9561bbc41f1bb24852af,2022-03-07T00:00:00.000Z,1,TK-301,35614795
663e9561bbc41f1bb24852b0,2022-03-08T00:00:00.000Z,1,TK-301,35915088
663e9561bbc41f1bb24852b1,2022-03-09T00:00:00.000Z,1,TK-301,35914905
663e9561bbc41f1bb24852b2,2022-03-10T00:00:00.000Z,1,TK-301,35909325
663e9561bbc41f1bb24852b3,2022-03-11T00:00:00.000Z,1,TK-301,35908784
663e9561bbc41f1bb24852b4,2022-03-12T00:00:00.000Z,1,TK-301,35911633
663e9561bbc41f1bb24852b5,2022-03-13T00:00:00.000Z,1,TK-301,35882369
663e9561bbc41f1bb24852b6,2022-03-14T00:00:00.000Z,1,TK-301,35905268
663e9561bbc41f1bb24852b7,2022-03-15T00:00:00.000Z,1,TK-301,31212520
663e9561bbc41f1bb24852b8,2022-03-16T00:00:00.000Z,1,TK-301,31208782
663e9561bbc41f1bb24852b9,2022-03-17T00:00:00.000Z,1,TK-301,31142333
663e9561bbc41f1bb24852ba,2022-03-18T00:00:00.000Z,1,TK-301,30144140
663e9561bbc41f1bb24852bb,2022-03-19T00:00:00.000Z,1,TK-301,29008985
663e9561bbc41f1bb24852bc,2022-03-20T00:00:00.000Z,1,TK-301,27976463
663e9561bbc41f1bb24852bd,2022-03-21T00:00:00.000Z,1,TK-301,26938349
663e9561bbc41f1bb24852be,2022-03-22T00:00:00.000Z,1,TK-301,21214988
663e9561bbc41f1bb24852bf,2022-03-23T00:00:00.000Z,1,TK-301,20149586
663e9561bbc41f1bb24852c0,2022-03-24T00:00:00.000Z,1,TK-301,19191645
663e9561bbc41f1bb24852c1,2022-03-25T00:00:00.000Z,1,TK-301,39232875
663e9561bbc41f1bb24852c2,2022-03-26T00:00:00.000Z,1,TK-301,39201466
663e9561bbc41f1bb24852c3,2022-03-27T00:00:00.000Z,1,TK-301,39186189
663e9561bbc41f1bb24852c4,2022-03-28T00:00:00.000Z,1,TK-301,16207293
663e9561bbc41f1bb24852c5,2022-03-29T00:00:00.000Z,1,TK-301,12044493
663e9561bbc41f1bb24852c6,2022-03-30T00:00:00.000Z,1,TK-301,12042031
663e9561bbc41f1bb24852c7,2022-03-31T00:00:00.000Z,1,TK-301,12032176
663e9561bbc41f1bb24852c8,2022-04-01T00:00:00.000Z,1,TK-301,12042436
663e9561bbc41f1bb24852c9,2022-04-02T00:00:00.000Z,1,TK-301,12041723
663e9561bbc41f1bb24852ca,2022-04-03T00:00:00.000Z,1,TK-301,11778169
663e9561bbc41f1bb24852cb,2022-04-04T00:00:00.000Z,1,TK-301,11477669
663e9561bbc41f1bb24852cc,2022-04-05T00:00:00.000Z,1,TK-301,11218540
663e9561bbc41f1bb24852cd,2022-04-06T00:00:00.000Z,1,TK-301,10712871
663e9561bbc41f1bb24852ce,2022-04-07T00:00:00.000Z,1,TK-301,5228541
663e9561bbc41f1bb24852cf,2022-04-08T00:00:00.000Z,1,TK-301,4432334
663e9561bbc41f1bb24852d0,2022-04-09T00:00:00.000Z,1,TK-301,3426140
663e9561bbc41f1bb24852d1,2022-04-10T00:00:00.000Z,1,TK-301,1688905
663e9561bbc41f1bb24852d2,2022-04-11T00:00:00.000Z,1,TK-301,635411
663e9561bbc41f1bb24852d3,2022-04-12T00:00:00.000Z,1,TK-301,640146
663e9561bbc41f1bb24852d4,2022-04-13T00:00:00.000Z,1,TK-301,640437
663e9561bbc41f1bb24852d5,2022-04-14T00:00:00.000Z,1,TK-301,637913
663e9561bbc41f1bb24852d6,2022-04-15T00:00:00.000Z,1,TK-301,1018521
663e9561bbc41f1bb24852d7,2022-04-16T00:00:00.000Z,1,TK-301,30071271
663e9561bbc41f1bb24852d8,2022-04-17T00:00:00.000Z,1,TK-301,33301036
663e9561bbc41f1bb24852d9,2022-04-18T00:00:00.000Z,1,TK-301,33304262
663e9561bbc41f1bb24852da,2022-04-19T00:00:00.000Z,1,TK-301,25643023
663e9561bbc41f1bb24852db,2022-04-20T00:00:00.000Z,1,TK-301,2849736
663e9561bbc41f1bb24852dc,2022-04-21T00:00:00.000Z,1,TK-301,2854410
663e9561bbc41f1bb24852dd,2022-04-22T00:00:00.000Z,1,TK-301,2850492
663e9561bbc41f1bb24852de,2022-04-23T00:00:00.000Z,1,TK-301,2850774
663e9561bbc41f1bb24852df,2022-04-24T00:00:00.000Z,1,TK-301,2848981
663e9561bbc41f1bb24852e0,2022-04-25T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e1,2022-04-26T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e2,2022-04-27T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e3,2022-04-28T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e4,2022-04-29T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e5,2022-04-30T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e6,2022-05-01T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e7,2022-05-02T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e8,2022-05-03T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852e9,2022-05-04T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852ea,2022-05-05T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852eb,2022-05-06T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852ec,2022-05-07T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852ed,2022-05-08T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852ee,2022-05-09T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852ef,2022-05-10T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f0,2022-05-11T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f1,2022-05-12T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f2,2022-05-13T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f3,2022-05-14T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f4,2022-05-15T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f5,2022-05-16T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f6,2022-05-17T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f7,2022-05-18T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f8,2022-05-19T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852f9,2022-05-20T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852fa,2022-05-21T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852fb,2022-05-22T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852fc,2022-05-23T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852fd,2022-05-24T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852fe,2022-05-25T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb24852ff,2022-05-26T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485300,2022-05-27T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485301,2022-05-28T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485302,2022-05-29T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485303,2022-05-30T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485304,2022-05-31T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485305,2022-06-01T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485306,2022-06-02T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485307,2022-06-03T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485308,2022-06-04T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485309,2022-06-05T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248530a,2022-06-06T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248530b,2022-06-07T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248530c,2022-06-08T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248530d,2022-06-09T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248530e,2022-06-10T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248530f,2022-06-11T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485310,2022-06-12T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485311,2022-06-13T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485312,2022-06-14T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485313,2022-06-15T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485314,2022-06-16T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485315,2022-06-17T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485316,2022-06-18T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485317,2022-06-19T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485318,2022-06-20T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485319,2022-06-21T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248531a,2022-06-22T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248531b,2022-06-23T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248531c,2022-06-24T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248531d,2022-06-25T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248531e,2022-06-26T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248531f,2022-06-27T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485320,2022-06-28T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485321,2022-06-29T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485322,2022-06-30T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485323,2022-07-01T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485324,2022-07-02T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485325,2022-07-03T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485326,2022-07-04T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485327,2022-07-05T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485328,2022-07-06T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485329,2022-07-07T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248532a,2022-07-08T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248532b,2022-07-09T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248532c,2022-07-10T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248532d,2022-07-11T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248532e,2022-07-12T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248532f,2022-07-13T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485330,2022-07-14T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485331,2022-07-15T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485332,2022-07-16T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485333,2022-07-17T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485334,2022-07-18T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485335,2022-07-19T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485336,2022-07-20T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485337,2022-07-21T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485338,2022-07-22T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485339,2022-07-23T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248533a,2022-07-24T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248533b,2022-07-25T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248533c,2022-07-26T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248533d,2022-07-27T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248533e,2022-07-28T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb248533f,2022-07-29T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485340,2022-07-30T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485341,2022-07-31T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485342,2022-08-01T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485343,2022-08-02T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485344,2022-08-03T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485345,2022-08-04T00:00:00.000Z,1,TK-301,1142458
663e9561bbc41f1bb2485346,2022-08-05T00:00:00.000Z,1,TK-301,1142458
