_id,INJECTOR_CODE,FOLIO_NUMBER,FRAC_UNACCOUNTED
6638d02b36388c250bde0548,INJ_207,09/01/2022,0
6638d02b36388c250bde0549,INJ_207,09/02/2022,0
6638d02b36388c250bde054a,INJ_207,09/03/2022,0
6638d02b36388c250bde054b,INJ_207,09/07/2022,1
6638d02b36388c250bde054c,INJ_207,09/08/2022,-1
6638d02b36388c250bde054d,INJ_207,09/09/2022,-1
6638d02b36388c250bde054e,INJ_207,09/14/2022,1
6638d02b36388c250bde054f,INJ_207,09/15/2022,11
6638d02b36388c250bde0550,INJ_207,09/16/2022,0
6638d02b36388c250bde0551,INJ_207,09/17/2022,0
6638d02b36388c250bde0552,INJ_207,09/19/2022,0
6638d02b36388c250bde0553,INJ_207,09/21/2022,0
6638d02b36388c250bde0554,INJ_207,09/27/2022,1
6638d02b36388c250bde0555,INJ_207,10/01/2022,2
6638d02b36388c250bde0556,INJ_207,10/04/2022,4
6638d02b36388c250bde0557,INJ_207,10/05/2022,1
6638d02b36388c250bde0558,INJ_207,10/07/2022,246
6638d02b36388c250bde0559,INJ_207,10/10/2022,5
6638d02b36388c250bde055a,INJ_207,10/11/2022,1
6638d02b36388c250bde055b,INJ_207,10/12/2022,1
6638d02b36388c250bde055c,INJ_207,10/13/2022,2
6638d02b36388c250bde055d,INJ_207,10/15/2022,2
6638d02b36388c250bde055e,INJ_207,10/17/2022,585
6638d02b36388c250bde055f,INJ_207,10/18/2022,1
6638d02b36388c250bde0560,INJ_207,10/24/2022,0
6638d02b36388c250bde0561,INJ_207,10/27/2022,0
6638d02b36388c250bde0562,INJ_207,10/28/2022,1
6638d02b36388c250bde0563,INJ_207,10/29/2022,0
6638d02b36388c250bde0564,INJ_207,10/31/2022,0
6638d02b36388c250bde0565,INJ_207,11/04/2022,0
6638d02b36388c250bde0566,INJ_207,11/07/2022,0
6638d02b36388c250bde0567,INJ_207,11/09/2022,-1
6638d02b36388c250bde0568,INJ_207,11/10/2022,1
6638d02b36388c250bde0569,INJ_207,11/11/2022,-1
6638d02b36388c250bde056a,INJ_207,11/14/2022,1
6638d02b36388c250bde056b,INJ_207,11/17/2022,-1
6638d02b36388c250bde056c,INJ_207,11/18/2022,0
6638d02b36388c250bde056d,INJ_207,11/22/2022,0
6638d02b36388c250bde056e,INJ_207,11/23/2022,-1
6638d02b36388c250bde056f,INJ_207,11/28/2022,0
6638d02b36388c250bde0570,INJ_207,11/30/2022,-1
6638d02b36388c250bde0571,INJ_207,12/02/2022,1
6638d02b36388c250bde0572,INJ_207,12/03/2022,1
6638d02b36388c250bde0573,INJ_207,12/05/2022,-1
6638d02b36388c250bde0574,INJ_207,12/06/2022,1
6638d02b36388c250bde0575,INJ_207,12/09/2022,1
6638d02b36388c250bde0576,INJ_207,12/12/2022,-2
6638d02b36388c250bde0577,INJ_207,12/15/2022,0
6638d02b36388c250bde0578,INJ_207,12/19/2022,0
6638d02b36388c250bde0579,INJ_207,12/21/2022,0
6638d02b36388c250bde057a,INJ_207,12/23/2022,0
6638d02b36388c250bde057b,INJ_207,12/24/2022,0
6638d02b36388c250bde057c,INJ_207,12/26/2022,1
6638d02b36388c250bde057d,INJ_207,12/27/2022,0
6638d02b36388c250bde057e,INJ_207,12/29/2022,0
6638d02b36388c250bde057f,INJ_207,12/30/2022,0
6638d02b36388c250bde0580,INJ_207,01/03/2023,0
6638d02b36388c250bde0581,INJ_207,01/06/2023,0
6638d02b36388c250bde0582,INJ_207,01/11/2023,0
6638d02b36388c250bde0583,INJ_207,01/20/2023,0
6638d02b36388c250bde0584,INJ_207,03/08/2023,0
6638d02b36388c250bde0585,INJ_207,03/13/2023,0
6638d02b36388c250bde0586,INJ_207,03/14/2023,0
6638d02b36388c250bde0587,INJ_208,09/28/2021,0
6638d02b36388c250bde0588,INJ_208,09/29/2021,-1
6638d02b36388c250bde0589,INJ_208,09/30/2021,0
6638d02b36388c250bde058a,INJ_208,10/01/2021,0
6638d02b36388c250bde058b,INJ_208,10/07/2021,1
6638d02b36388c250bde058c,INJ_208,10/08/2021,-1
6638d02b36388c250bde058d,INJ_208,10/12/2021,0
6638d02b36388c250bde058e,INJ_208,10/15/2021,0
6638d02b36388c250bde058f,INJ_208,10/18/2021,0
6638d02b36388c250bde0590,INJ_208,10/21/2021,0
6638d02b36388c250bde0591,INJ_208,10/22/2021,-1
6638d02b36388c250bde0592,INJ_208,10/29/2021,1
6638d02b36388c250bde0593,INJ_208,11/02/2021,18
6638d02b36388c250bde0594,INJ_208,11/05/2021,5
6638d02b36388c250bde0595,INJ_208,11/09/2021,0
6638d02b36388c250bde0596,INJ_208,11/11/2021,0
6638d02b36388c250bde0597,INJ_208,11/13/2021,1
6638d02b36388c250bde0598,INJ_208,11/15/2021,0
6638d02b36388c250bde0599,INJ_208,11/18/2021,0
6638d02b36388c250bde059a,INJ_208,11/19/2021,0
6638d02b36388c250bde059b,INJ_208,11/22/2021,-1
6638d02b36388c250bde059c,INJ_208,11/23/2021,1
6638d02b36388c250bde059d,INJ_208,11/24/2021,-1
6638d02b36388c250bde059e,INJ_208,11/26/2021,1
6638d02b36388c250bde059f,INJ_208,12/04/2021,54
6638d02b36388c250bde05a0,INJ_208,12/07/2021,-1
6638d02b36388c250bde05a1,INJ_208,12/08/2021,-1
6638d02b36388c250bde05a2,INJ_208,12/10/2021,1
6638d02b36388c250bde05a3,INJ_208,12/11/2021,0
6638d02b36388c250bde05a4,INJ_208,12/14/2021,-1
6638d02b36388c250bde05a5,INJ_208,12/18/2021,0
6638d02b36388c250bde05a6,INJ_208,12/21/2021,-1
6638d02b36388c250bde05a7,INJ_208,12/22/2021,0
6638d02b36388c250bde05a8,INJ_208,12/25/2021,0
6638d02b36388c250bde05a9,INJ_208,12/27/2021,0
6638d02b36388c250bde05aa,INJ_208,12/28/2021,0
6638d02b36388c250bde05ab,INJ_208,12/30/2021,0
6638d02b36388c250bde05ac,INJ_208,12/31/2021,0
6638d02b36388c250bde05ad,INJ_208,01/01/2022,0
6638d02b36388c250bde05ae,INJ_208,01/03/2022,0
6638d02b36388c250bde05af,INJ_208,01/04/2022,7
6638d02b36388c250bde05b0,INJ_208,01/06/2022,0
6638d02b36388c250bde05b1,INJ_208,01/07/2022,0
6638d02b36388c250bde05b2,INJ_208,01/11/2022,0
6638d02b36388c250bde05b3,INJ_208,01/13/2022,10
6638d02b36388c250bde05b4,INJ_208,01/15/2022,21
6638d02b36388c250bde05b5,INJ_208,01/17/2022,0
6638d02b36388c250bde05b6,INJ_208,01/18/2022,-1
6638d02b36388c250bde05b7,INJ_208,01/19/2022,1
6638d02b36388c250bde05b8,INJ_208,01/20/2022,15
6638d02b36388c250bde05b9,INJ_208,01/27/2022,0
6638d02b36388c250bde05ba,INJ_208,01/28/2022,-1
6638d02b36388c250bde05bb,INJ_208,01/29/2022,0
6638d02b36388c250bde05bc,INJ_208,01/31/2022,0
6638d02b36388c250bde05bd,INJ_208,02/01/2022,0
6638d02b36388c250bde05be,INJ_208,02/02/2022,0
6638d02b36388c250bde05bf,INJ_208,02/07/2022,0
6638d02b36388c250bde05c0,INJ_208,02/10/2022,0
6638d02b36388c250bde05c1,INJ_208,02/15/2022,0
6638d02b36388c250bde05c2,INJ_208,02/17/2022,0
6638d02b36388c250bde05c3,INJ_208,02/19/2022,24
6638d02b36388c250bde05c4,INJ_208,02/21/2022,18
6638d02b36388c250bde05c5,INJ_208,02/25/2022,14
6638d02b36388c250bde05c6,INJ_208,02/28/2022,0
6638d02b36388c250bde05c7,INJ_208,03/01/2022,1
6638d02b36388c250bde05c8,INJ_208,03/02/2022,-1
6638d02b36388c250bde05c9,INJ_208,03/05/2022,1
6638d02b36388c250bde05ca,INJ_208,03/08/2022,0
6638d02b36388c250bde05cb,INJ_208,03/11/2022,-1
6638d02b36388c250bde05cc,INJ_208,03/12/2022,0
6638d02b36388c250bde05cd,INJ_208,03/14/2022,0
6638d02b36388c250bde05ce,INJ_208,03/15/2022,5
6638d02b36388c250bde05cf,INJ_208,03/16/2022,1
6638d02b36388c250bde05d0,INJ_208,03/17/2022,-1
6638d02b36388c250bde05d1,INJ_208,03/18/2022,0
6638d02b36388c250bde05d2,INJ_208,03/19/2022,0
6638d02b36388c250bde05d3,INJ_208,03/21/2022,0
6638d02b36388c250bde05d4,INJ_208,03/22/2022,0
6638d02b36388c250bde05d5,INJ_208,03/24/2022,-1
6638d02b36388c250bde05d6,INJ_208,03/26/2022,0
6638d02b36388c250bde05d7,INJ_208,03/28/2022,0
