METER_CODE,FOLIO_NUMBER,ORDERED_QUANTITY,COMMITTED_NET_QUANTITY,GROSS_UNACCOUNTED,GROSS_THRUPUT,ACTUAL_GROSS_THRUPUT,serka,serka2,serka3
MTR_402,20220510,81000,71582,1,71946,71947,9054,-364,-365
MTR_402,20220511,112145,104532,1,105072,105073,7073,-540,-541
MTR_402,20220512,22000,21872,-1,21985,21984,15,-113,-112
MTR_402,20220513,51000,50706,2,50950,50952,50,-244,-246
MTR_402,20220514,16000,15907,0,15980,15980,20,-73,-73
MTR_402,20220516,57000,56670,0,56954,56954,46,-284,-284
MTR_402,20220517,127100,126362,0,126982,126982,118,-620,-620
MTR_402,20220518,107200,106574,1,107083,107084,117,-509,-510
MTR_402,20220519,126200,106576,2,107103,107105,19097,-527,-529
MTR_402,20220520,67100,40862,0,20009,20009,47091,20853,20853
MTR_402,20220521,13000,12925,0,12988,12988,12,-63,-63
MTR_402,20220523,93000,86494,5,86933,86938,6067,-439,-444
MTR_402,20220524,46000,45733,0,45977,45977,23,-244,-244
MTR_402,20220525,34000,33803,-1,33979,33978,21,-176,-175
MTR_402,20220526,56000,51699,1,51952,51953,4048,-253,-254
MTR_402,20220527,146000,106377,-1,106933,106932,39067,-556,-555
MTR_402,20220528,19000,18889,-1,18979,18978,21,-90,-89
MTR_402,20220530,49000,48717,1,48951,48952,49,-234,-235
MTR_402,20220531,71000,65617,1,65930,65931,5070,-313,-314
MTR_402,20220601,97000,96437,-2,96932,96930,68,-495,-493
MTR_402,20220602,76000,59652,0,59951,59951,16049,-299,-299
MTR_402,20220603,200200,151317,3,152008,152011,48192,-691,-694
MTR_402,20220604,44000,32808,0,32961,32961,11039,-153,-153
MTR_402,20220606,187000,185914,-1,186841,186840,159,-927,-926
MTR_402,20220607,150100,149228,0,149946,149946,154,-718,-718
MTR_402,20220608,77000,74564,0,74936,74936,2064,-372,-372
MTR_402,20220609,68000,51697,0,51960,51960,16040,-263,-263
MTR_402,20220610,123300,120594,-2,121122,121120,2178,-528,-526
MTR_402,20220611,45000,40764,-2,40966,40964,4034,-202,-200
MTR_402,20220612,44000,32808,0,32986,32986,11014,-178,-178
MTR_402,20220613,255300,184220,-3,185059,185056,70241,-839,-836
MTR_402,20220614,127200,126460,0,127062,127062,138,-602,-602
MTR_402,20220615,158100,154200,1,154992,154993,3108,-792,-793
MTR_402,20220616,58000,45735,2,45954,45956,12046,-219,-221
MTR_402,20220617,167300,161356,2,162091,162093,5209,-735,-737
MTR_402,20220618,67000,66613,1,66945,66946,55,-332,-333
MTR_402,20220620,174000,148136,0,148857,148857,25143,-721,-721
MTR_402,20220621,80000,72577,-1,72924,72923,7076,-347,-346
MTR_402,20220622,94100,93554,0,93943,93943,157,-389,-389
MTR_402,20220623,117100,109460,1,110018,110019,7082,-558,-559
MTR_402,20220624,63000,62636,0,62931,62931,69,-295,-295
MTR_402,20220625,49000,48715,-1,48948,48947,52,-233,-232
MTR_402,20220626,38100,32907,1,33071,33072,5029,-164,-165
MTR_402,20220627,168000,166031,3,166872,166875,1128,-841,-844
MTR_402,20220628,126100,125365,-3,125979,125976,121,-614,-611
MTR_402,20220629,202200,199036,-3,199959,199956,2241,-923,-920
MTR_402,20220630,149200,145352,-3,145964,145961,3236,-612,-609
MTR_402,20220701,217100,215839,-3,216870,216867,230,-1031,-1028
MTR_402,20220702,54000,50705,-1,50938,50937,3062,-233,-232
MTR_402,20220703,48100,32907,1,33073,33074,15027,-166,-167
MTR_402,20220704,141000,134218,0,134853,134853,6147,-635,-635
MTR_402,20220705,179100,178060,-5,178938,178933,162,-878,-873
MTR_402,20220706,105100,104489,2,105011,105013,89,-522,-524
MTR_402,20220707,184000,171997,0,177495,177495,6505,-5498,-5498
MTR_402,20220708,137100,114431,3,114999,115002,22101,-568,-571
MTR_402,20220709,50000,49711,1,49964,49965,36,-253,-254
MTR_402,20220711,40100,39867,0,40066,40066,34,-199,-199
MTR_402,20220712,52000,51700,1,51956,51957,44,-256,-257
MTR_402,20220713,109100,102502,-2,103024,103022,6076,-522,-520
MTR_402,20220714,116100,115424,1,116004,116005,96,-580,-581
MTR_402,20220715,204100,193966,1,194963,194964,9137,-997,-998
MTR_402,20220716,139000,138195,3,138875,138878,125,-680,-683
MTR_402,20220717,73100,65716,-2,66067,66065,7033,-351,-349
MTR_402,20220718,188100,171102,0,171956,171956,16144,-854,-854
MTR_402,20220719,148200,141372,3,141946,141949,6254,-574,-577
MTR_402,20220720,198100,167124,-1,167999,167998,30101,-875,-874
MTR_402,20220721,173000,171994,2,172903,172905,97,-909,-911
MTR_402,20220722,145100,139282,1,139983,139984,5117,-701,-702
MTR_402,20220723,145000,124277,2,124905,124907,20095,-628,-630
MTR_402,20220724,78000,68600,-1,69038,69037,8962,-438,-437
MTR_402,20220725,170100,167124,0,167946,167946,2154,-822,-822
MTR_402,20220726,52000,51701,1,51948,51949,52,-247,-248
MTR_402,20220727,168200,167222,2,168015,168017,185,-793,-795
MTR_402,20220728,240100,238702,-2,239919,239917,181,-1217,-1215
MTR_402,20220729,159000,148135,-1,148878,148877,10122,-743,-742
MTR_402,20220730,120000,115326,-2,115890,115888,4110,-564,-562
MTR_402,20220731,99100,98524,0,98985,98985,115,-461,-461
MTR_402,20220801,115100,114431,-1,115002,115001,98,-571,-570
MTR_402,20220802,116200,112543,0,113007,113007,3193,-464,-464
MTR_402,20220803,268100,262566,0,263902,263902,4198,-1336,-1336
MTR_402,20220804,30000,29826,0,29959,29959,41,-133,-133
MTR_402,20220805,95100,94548,0,94973,94973,127,-425,-425
MTR_402,20220806,198000,173988,0,174863,174863,23137,-875,-875
MTR_402,20220807,33100,32907,0,33049,33049,51,-142,-142
MTR_402,20220808,105100,99520,2,100017,100019,5083,-497,-499
MTR_402,20220809,215200,200030,1,201059,201060,14141,-1029,-1030
MTR_402,20220810,82300,81722,1,81994,81995,306,-272,-273
MTR_402,20220811,178100,177065,-2,177951,177949,149,-886,-884
MTR_402,20220812,166200,165233,0,165992,165992,208,-759,-759
MTR_402,20220813,203000,201823,1,202847,202848,153,-1024,-1025
MTR_402,20220814,45100,41856,-1,45059,45058,41,-3203,-3202
MTR_402,20220815,125000,112344,1,112903,112904,12097,-559,-560
MTR_402,20220816,179000,171996,1,177804,177805,1196,-5808,-5809
MTR_402,20220817,182973,179924,0,174866,174866,8107,5058,5058
MTR_402,20220818,108000,107374,1,107907,107908,93,-533,-534
MTR_402,20220819,212100,180050,1,180946,180947,31154,-896,-897
MTR_402,20220820,138000,135213,-1,135911,135910,2089,-698,-697
MTR_402,20220821,14000,13918,0,13990,13990,10,-72,-72
MTR_402,20220822,83000,82517,0,82932,82932,68,-415,-415
MTR_402,20220823,234000,214744,1,215841,215842,18159,-1097,-1098
MTR_402,20220824,148000,141176,1,141889,141890,6111,-713,-714
MTR_402,20220825,142000,141176,-2,141871,141869,129,-695,-693
MTR_402,20220826,171200,167222,0,167961,167961,3239,-739,-739
MTR_402,20220827,81100,80628,1,81016,81017,84,-388,-389
MTR_402,20220828,35000,30821,0,30971,30971,4029,-150,-150
MTR_402,20220829,97200,92657,-1,93014,93013,4186,-357,-356
MTR_402,20220830,153000,142169,0,142891,142891,10109,-722,-722
MTR_402,20220831,133100,132328,2,132934,132936,166,-606,-608
MTR_402,20220901,153200,140377,3,141119,141122,12081,-742,-745
MTR_402,20220902,143000,128251,0,128895,128895,14105,-644,-644
MTR_402,20220903,109000,108368,1,108899,108900,101,-531,-532
MTR_402,20220904,64000,63629,-1,63961,63960,39,-332,-331
MTR_402,20220905,100000,99419,0,99897,99897,103,-478,-478
MTR_402,20220906,159000,158076,-2,158853,158851,147,-777,-775
MTR_402,20220907,206100,201921,2,202979,202981,3121,-1058,-1060
MTR_402,20220908,245100,224787,-1,225921,225920,19179,-1134,-1133
MTR_402,20220909,155000,154101,1,154887,154888,113,-786,-787
MTR_402,20220910,110100,76653,2,77000,77002,33100,-347,-349
MTR_402,20220912,145100,144259,0,144972,144972,128,-713,-713
MTR_402,20220913,256000,231649,1,232853,232854,23147,-1204,-1205
MTR_402,20220914,110000,109359,23,109929,109952,71,-570,-593
MTR_402,20220915,93000,92461,0,92939,92939,61,-478,-478
MTR_402,20220916,188700,185317,27759,186008,213767,2692,-691,-28450
MTR_402,20220917,126000,125270,-5870,123792,117922,2208,1478,7348
MTR_402,20220919,295000,250538,0,251826,251826,43174,-1288,-1288
MTR_402,20220920,315000,202813,6,203846,203852,111154,-1033,-1039
MTR_402,20220921,350100,189991,-1,190881,190880,159219,-890,-889
MTR_402,20220922,319000,245566,4,246814,246818,72186,-1248,-1252
MTR_402,20220923,288000,241589,4,242805,242809,45195,-1216,-1220
MTR_402,20220924,194000,38774,7,38975,38982,155025,-201,-208
MTR_402,20220926,363000,328086,-3,329788,329785,33212,-1702,-1699
MTR_402,20220927,128000,127257,0,127912,127912,88,-655,-655
MTR_402,20220928,136000,135210,31986,135912,167898,88,-702,-32688
MTR_402,20220929,302000,136206,3,136917,136920,165083,-711,-714
MTR_402,20220930,175000,173983,-2,174852,174850,148,-869,-867
MTR_402,20221001,125000,118310,19955,118899,138854,6101,-589,-20544
MTR_402,20221004,254000,209869,80079,211835,291914,42165,-1966,-82045
MTR_402,20221005,198100,95139,33028,96004,129032,102096,-865,-33893
MTR_402,20221006,207000,201939,-1,203845,203844,3155,-1906,-1905
MTR_402,20221007,104000,102931,102010,103911,205921,89,-980,-102990
MTR_402,20221008,114000,96034,1,97364,97365,16636,-1330,-1331
MTR_402,20221010,153000,151460,1,152929,152930,71,-1469,-1470
MTR_402,20221011,462000,276187,6000,278839,284839,183161,-2652,-8652
MTR_402,20221012,300000,260079,2,261813,261815,38187,-1734,-1736
MTR_402,20221013,253200,237427,-4,233876,233872,19324,3551,3555
MTR_402,20221014,188200,142143,0,143082,143082,45118,-939,-939
MTR_402,20221015,70000,24813,4,24980,24984,45020,-167,-171
MTR_402,20221016,34000,30781,0,30982,30982,3018,-201,-201
MTR_402,20221017,174100,169860,2,170909,170911,3191,-1049,-1051
MTR_402,20221018,265986,249136,0,252763,252763,13223,-3627,-3627
MTR_402,20221019,123000,74463,3,74947,74950,48053,-484,-487
MTR_402,20221020,71000,68455,160901,68943,229844,2057,-488,-161389
MTR_402,20221021,242100,195699,0,196985,196985,45115,-1286,-1286
MTR_402,20221022,67760,62325,2,58956,58958,8804,3369,3367
MTR_402,20221024,146420,130509,1,127888,127889,18532,2621,2620
MTR_402,20221025,221100,146999,3,148004,148007,73096,-1005,-1008
MTR_402,20221026,135000,133994,0,134911,134911,89,-917,-917
MTR_402,20221027,216200,157067,0,158048,158048,58152,-981,-981
MTR_402,20221028,312100,292010,0,293864,293864,18236,-1854,-1854
MTR_402,20221029,129000,62559,3,62949,62952,66051,-390,-393
MTR_402,20221030,66100,65644,0,66044,66044,56,-400,-400
MTR_402,20221031,127000,65549,2,65936,65938,61064,-387,-389
MTR_402,20221101,104100,103395,2,104012,104014,88,-617,-619
MTR_402,20221102,72694,36453,-1,29981,29980,42713,6472,6473
MTR_402,20221103,52000,51665,2,51965,51967,35,-300,-302
MTR_402,20221104,14000,13913,0,13990,13990,10,-77,-77
MTR_402,20221105,72000,33795,3,33976,33979,38024,-181,-184
MTR_402,20221106,63100,62702,-1,63066,63065,34,-364,-363
MTR_402,20221107,163100,119404,3,120034,120037,43066,-630,-633
MTR_402,20221108,60000,59657,0,59952,59952,48,-295,-295
MTR_402,20221109,79000,50724,2,50965,50967,28035,-241,-243
MTR_402,20221110,186000,68643,5,68931,68936,117069,-288,-293
MTR_402,20221111,72000,27858,2,27971,27973,44029,-113,-115
MTR_402,20221112,8000,7960,-1,5142,5141,2858,2818,2819
MTR_402,20221114,68000,22887,4,22973,22977,45027,-86,-90
MTR_402,20221115,28100,27965,1,27995,27996,105,-30,-31
MTR_402,20221116,42000,39804,0,39964,39964,2036,-160,-160
MTR_402,20221117,126100,121508,-2,121986,121984,4114,-478,-476
MTR_402,20221118,47000,46787,1,46966,46967,34,-179,-180
MTR_402,20221119,40100,39939,0,40011,40011,89,-72,-72
MTR_402,20221120,30100,29994,-1,30095,30094,5,-101,-100
MTR_402,20221121,124000,80717,5,80942,80947,43058,-225,-230
MTR_402,20221122,43100,42950,0,43049,43049,51,-99,-99
MTR_402,20221123,49000,43847,-2,43969,43967,5031,-122,-120
MTR_402,20221124,62396,62184,0,62343,62343,53,-159,-159
MTR_402,20221125,28000,27863,1,27973,27974,27,-110,-111
MTR_402,20221126,27000,26865,0,26969,26969,31,-104,-104
MTR_402,20221127,33000,32839,0,32983,32983,17,-144,-144
MTR_402,20221128,79100,78738,-2,79026,79024,74,-288,-286
MTR_402,20221129,26000,25894,0,25985,25985,15,-91,-91
MTR_402,20221130,30000,29888,0,29983,29983,17,-95,-95
MTR_402,20221201,72100,71857,0,72044,72044,56,-187,-187
MTR_402,20221202,65000,64798,1,64937,64938,63,-139,-140
MTR_402,20221203,52100,51950,0,52026,52026,74,-76,-76
MTR_402,20221204,13000,12965,-1,12990,12989,10,-25,-24
MTR_402,20221205,50100,49968,-1,50028,50027,72,-60,-59
MTR_402,20221206,59000,48877,-1,48968,48967,10032,-91,-90
MTR_402,20221207,84000,71815,1,71949,71950,12051,-134,-135
MTR_402,20221208,21000,20946,-1,20971,20970,29,-25,-24
MTR_402,20221209,56000,53850,1,53949,53950,2051,-99,-100
MTR_402,20221210,23000,22934,1,22976,22977,24,-42,-43
MTR_402,20221211,33000,32920,-1,32979,32978,21,-59,-58
MTR_402,20221212,5000,4987,1,4995,4996,5,-8,-9
MTR_402,20221214,3000,2990,0,2996,2996,4,-6,-6
MTR_402,20221216,56000,53868,1,53967,53968,2033,-99,-100
MTR_402,20221217,40000,35914,1,35972,35973,4028,-58,-59
MTR_402,20221219,109100,108876,2,109001,109003,99,-125,-127
MTR_402,20221220,64000,58882,-1,58955,58954,5045,-73,-72
MTR_402,20221221,136100,101877,1,102007,102008,34093,-130,-131
MTR_402,20221222,103100,102879,1,102976,102977,124,-97,-98
MTR_402,20221223,112200,111922,4997,112066,117063,134,-144,-5141
MTR_402,20221224,119000,64839,-1,64957,64956,54043,-118,-117
MTR_402,20221226,149100,145817,0,146012,146012,3088,-195,-195
MTR_402,20221227,54000,53902,0,53958,53958,42,-56,-56
MTR_402,20221229,64100,63973,0,64093,64093,7,-120,-120
MTR_402,20221230,135100,134940,2,134982,134984,118,-42,-44
MTR_402,20230102,95000,46933,-2,46964,46962,48036,-31,-29
MTR_402,20230103,157000,80862,4,80921,80925,76079,-59,-63
MTR_402,20230104,239200,170860,4070,172957,177027,66243,-2097,-6167
MTR_402,20230105,144000,96872,0,90897,90897,53103,5975,5975
MTR_402,20230106,100000,76895,-1,76886,76885,23114,9,10
MTR_402,20230107,122000,87005,2,86890,86892,35110,115,113
MTR_402,20230108,33000,32945,1,32981,32982,19,-36,-37
MTR_402,20230109,157000,147656,0,147840,147840,9160,-184,-184
MTR_402,20230110,134100,109841,2,110009,110011,24091,-168,-170
MTR_402,20230111,24000,23970,0,23979,23979,21,-9,-9
MTR_402,20230112,70120,69978,-1,70079,70078,41,-101,-100
MTR_402,20230113,140000,135846,-2,135907,135905,4093,-61,-59
MTR_402,20230114,47000,47001,-1,46962,46961,38,39,40
MTR_402,20230115,30100,30018,1,30095,30096,5,-77,-78
MTR_402,20230116,106190,106193,1,105912,105913,278,281,280
MTR_402,20230117,105000,100972,0,100898,100898,4102,74,74
MTR_402,20230118,136100,136086,-2,135990,135988,110,96,98
MTR_402,20230119,207000,103048,1,102905,102906,104095,143,142
MTR_402,20230120,156000,132065,3,131985,131988,24015,80,77
MTR_402,20230121,53100,41116,2,40952,40954,12148,164,162
MTR_402,20230123,143230,89272,1,89084,89085,54146,188,187
MTR_402,20230124,83000,83115,1,82911,82912,89,204,203
MTR_402,20230125,46000,46100,2,45932,45934,68,168,166
MTR_402,20230126,30000,30065,0,29970,29970,30,95,95
MTR_402,20230127,82000,82195,0,81938,81938,62,257,257
MTR_402,20230128,40000,40094,0,39967,39967,33,127,127
MTR_402,20230129,14000,14042,-1,13989,13988,11,53,54
MTR_402,20230130,126000,114340,3,113921,113924,12079,419,416
MTR_402,20230131,78000,73173,0,72939,72939,5061,234,234
MTR_402,20230201,106100,106349,0,106028,106028,72,321,321
MTR_402,20230202,39000,39088,1,38964,38965,36,124,123
MTR_402,20230203,99000,92179,-1,91900,91899,7100,279,280
MTR_402,20230204,58000,58107,-1,57930,57929,70,177,178
MTR_402,20230206,85000,78117,1,77905,77906,7095,212,211
MTR_402,20230207,100000,95117,1,94898,94899,5102,219,218
MTR_402,20230208,70000,70069,2,69917,69919,83,152,150
MTR_402,20230209,59000,57079,-1,56921,56920,2079,158,159
MTR_402,20230210,69000,69114,1,68895,68896,105,219,218
MTR_402,20230211,74000,74119,1,73927,73928,73,192,191
MTR_402,20230213,36000,36039,-2,35969,35967,31,70,72
MTR_402,20230214,63000,56052,1,55959,55960,7041,93,92
MTR_402,20230215,74000,66083,-2,65938,65936,8062,145,147
MTR_402,20230216,124100,124238,-1,123984,123983,116,254,255
MTR_402,20230217,88000,82082,-1,81920,81919,6080,162,163
MTR_402,20230218,79000,79069,1,78931,78932,69,138,137
MTR_402,20230219,66100,66139,1,66035,66036,65,104,103
MTR_402,20230220,64000,64035,0,66936,66936,-2936,-2901,-2901
MTR_402,20230222,28100,28106,-2,28019,28017,81,87,89
MTR_402,20230223,6000,6001,0,5994,5994,6,7,7
MTR_402,20230224,2000,2001,0,1994,1994,6,7,7
MTR_402,20230306,14000,10006,0,9998,9998,4002,8,8
MTR_402,20230307,125000,125068,100,124961,125061,39,107,7
MTR_402,20230308,82000,81989,0,81976,81976,24,13,13
MTR_402,20230309,89000,88967,3,88950,88953,50,17,14
MTR_402,20230310,57000,53955,0,53978,53978,3022,-23,-23
MTR_402,20230311,11000,10987,0,10995,10995,5,-8,-8
MTR_402,20230312,4000,3989,-1,3999,3998,1,-10,-9
MTR_402,20230313,76000,72836,1,72971,72972,3029,-135,-136
MTR_402,20230314,45000,38899,3,38963,38966,6037,-64,-67
MTR_402,20230315,47000,46914,-2,46925,46923,75,-11,-9
MTR_402,20230316,45000,44878,-2,44934,44932,66,-56,-54
MTR_402,20230317,88000,87754,-1,87852,87851,148,-98,-97
MTR_402,20230318,59000,58839,1,58890,58891,110,-51,-52
MTR_402,20230319,51000,50835,-1,50933,50932,67,-98,-97
MTR_402,20230320,96000,95710,-1,95902,95901,98,-192,-191
MTR_402,20230321,99100,98797,1,98872,98873,228,-75,-76
MTR_402,20230322,338000,78722,12,78833,78845,259167,-111,-123
MTR_402,20230323,307000,55811,7,55920,55927,251080,-109,-116
MTR_402,20230324,382000,65778,1,65880,65881,316120,-102,-103
MTR_402,20230325,294000,46850,5,46927,46932,247073,-77,-82
MTR_402,20230326,30350,30246,0,30339,30339,11,-93,-93
MTR_402,20230327,148000,42846,6,42919,42925,105081,-73,-79
MTR_402,20230328,114000,51816,1,51915,51916,62085,-99,-100
MTR_402,20230329,202000,72608,7,72924,72931,129076,-316,-323
MTR_402,20230330,136000,43837,4,43926,43930,92074,-89,-93
MTR_402,20230331,64000,55793,0,55925,55925,8075,-132,-132
MTR_402,20230401,98000,75700,2,75894,75896,22106,-194,-196
MTR_402,20230402,36100,35942,0,36026,36026,74,-84,-84
MTR_402,20230403,228000,150351,0,150797,150797,77203,-446,-446
MTR_402,20230404,124000,57761,3,54920,54923,69080,2841,2838
MTR_402,20230405,373000,122507,7,122838,122845,250162,-331,-338
MTR_402,20230406,107000,72721,2,72930,72932,34070,-209,-211
MTR_402,20230407,183100,119633,4,119962,119966,63138,-329,-333
MTR_402,20230408,233000,78689,6,78905,78911,154095,-216,-222
MTR_402,20230409,66100,65831,-1,65997,65996,103,-166,-165
MTR_402,20230410,134000,87606,57,87868,87925,46132,-262,-319
MTR_402,20230411,130000,71673,3,71908,71911,58092,-235,-238
MTR_402,20230412,210000,69704,2,69896,69898,140104,-192,-194
MTR_402,20230413,124000,73683,1,73893,73894,50107,-210,-211
MTR_402,20230414,356000,114519,8,114874,114882,241126,-355,-363
MTR_402,20230415,100000,52773,4,54281,54285,45719,-1508,-1512
MTR_402,20230416,64120,63818,0,64104,64104,16,-286,-286
MTR_402,20230417,139100,78745,-1,78935,78934,60165,-190,-189
MTR_402,20230418,233000,162276,8,162807,162815,70193,-531,-539
MTR_402,20230419,275100,194209,0,194831,194831,80269,-622,-622
MTR_402,20230420,261000,110484,40,110841,110881,150159,-357,-397
MTR_402,20230421,178000,64686,5,64906,64911,113094,-220,-225
MTR_402,20230423,202000,49742,4,49974,49978,152026,-232,-236
MTR_402,20230424,259000,104406,22,104899,104921,154101,-493,-515
MTR_402,20230425,164140,102503,5,103037,103042,61103,-534,-539
MTR_402,20230426,136000,121260,6,121853,121859,14147,-593,-599
MTR_402,20230427,130000,119193,2,119874,119876,10126,-681,-683
MTR_402,20230428,224000,100321,363,100825,101188,123175,-504,-867
MTR_402,20230502,98100,94375,6,95029,95035,3071,-654,-660
MTR_402,20230503,234000,170707,7,171811,171818,62189,-1104,-1111
MTR_402,20230504,375000,150821,21,151826,151847,223174,-1005,-1026
MTR_402,20230505,239100,67544,13,68006,68019,171094,-462,-475
MTR_402,20230506,110000,49602,12,49920,49932,60080,-318,-330
MTR_402,20230508,388000,93249,14,93908,93922,294092,-659,-673
MTR_402,20230509,182200,73574,10,74034,74044,108166,-460,-470
MTR_402,20230510,175000,124850,4,125901,125905,49099,-1051,-1055
MTR_402,20230511,132000,110043,28,110916,110944,21084,-873,-901
MTR_402,20230512,203200,183584,74,185047,185121,18153,-1463,-1537
MTR_402,20230513,307000,52556,6,52929,52935,254071,-373,-379
MTR_402,20230514,33000,32704,0,32994,32994,6,-290,-290
MTR_402,20230515,353000,235977,122,237749,237871,115251,-1772,-1894
MTR_402,20230516,295000,198268,118,199761,199879,95239,-1493,-1611
MTR_402,20230517,269000,51568,1,51922,51923,217078,-354,-355
MTR_402,20230518,221300,154050,4,155020,155024,66280,-970,-974
MTR_402,20230519,218000,101194,12,102108,102120,115892,-914,-926
MTR_402,20230520,255000,52590,4,56683,56687,198317,-4093,-4097
MTR_402,20230521,96100,62631,1,32748,32749,63352,29883,29882
MTR_402,20230522,312000,88386,5,88860,88865,223140,-474,-479
MTR_402,20230523,112000,35766,5,35938,35943,76062,-172,-177
MTR_402,20230524,128000,89406,9,89853,89862,38147,-447,-456
MTR_402,20230525,61000,60587,2,60892,60894,108,-305,-307
MTR_402,20230526,111100,107298,1,107927,107928,3173,-629,-630
MTR_402,20230527,105000,93341,4,93836,93840,11164,-495,-499
MTR_402,20230528,30100,29881,0,30076,30076,24,-195,-195
MTR_402,20230529,91000,87359,5,87863,87868,3137,-504,-509
MTR_402,20230530,155120,142909,0,143969,143969,11151,-1060,-1060
MTR_402,20230531,135100,131982,4,132891,132895,2209,-909,-913
MTR_402,20230601,78100,77473,2,77991,77993,109,-518,-520
MTR_402,20230602,187100,135835,1,136888,136889,50212,-1053,-1054
MTR_402,20230603,78000,74365,0,74896,74896,3104,-531,-531
MTR_402,20230604,63200,62521,0,63126,63126,74,-605,-605
MTR_402,20230605,54000,53519,1,53912,53913,88,-393,-394
MTR_402,20230606,123000,115908,3,116871,116874,6129,-963,-966
MTR_402,20230607,98000,84230,5,84862,84867,13138,-632,-637
MTR_402,20230608,73100,72445,1,73000,73001,100,-555,-556
MTR_402,20230609,77000,76326,3,76893,76896,107,-567,-570
MTR_402,20230610,62000,58473,1,58919,58920,3081,-446,-447
MTR_402,20230611,40100,39741,0,40022,40022,78,-281,-281
MTR_402,20230612,213100,110666,3,111982,111985,101118,-1316,-1319
MTR_402,20230613,102100,71317,3,71971,71974,30129,-654,-657
MTR_402,20230614,135000,133514,4,134864,134868,136,-1350,-1354
MTR_402,20230615,57000,53471,2,56198,56200,802,-2727,-2729
MTR_402,20230616,112100,110658,1,111902,111903,198,-1244,-1245
MTR_402,20230617,108000,106641,1,107832,107833,168,-1191,-1192
MTR_402,20230619,74000,66206,2,66903,66905,7097,-697,-699
MTR_402,20230620,132000,126539,2,127885,127887,4115,-1346,-1348
MTR_402,20230621,135100,124643,3,125937,125940,9163,-1294,-1297
MTR_402,20230622,172100,161784,3,163911,163914,8189,-2127,-2130
MTR_402,20230623,141100,137295,3,138932,138935,2168,-1637,-1640
MTR_402,20230624,73000,72061,3,72884,72887,116,-823,-826
MTR_402,20230625,76000,74813,33995,75960,109955,40,-1147,-35142
MTR_402,20230626,225000,218699,-1,221746,221745,3254,-3047,-3046
MTR_402,20230627,191100,174439,-1,176929,176928,14171,-2490,-2489
MTR_402,20230628,139100,137047,2,138938,138940,162,-1891,-1893
MTR_402,20230630,53000,52317,-2,52929,52927,71,-612,-610
MTR_402,20230701,113100,102747,2,103841,103843,9259,-1094,-1096
MTR_402,20230703,194000,191202,2,193802,193804,198,-2600,-2602
MTR_402,20230704,139000,131194,4,132834,132838,6166,-1640,-1644
MTR_402,20230705,165000,158733,144,160813,160957,4187,-2080,-2224
MTR_402,20230706,89000,77961,4,78871,78875,10129,-910,-914
MTR_402,20230707,118000,107553,-1,108825,108824,9175,-1272,-1271
MTR_402,20230708,93000,86836,3,87873,87876,5127,-1037,-1040
MTR_402,20230709,32000,31416,2,31987,31989,13,-571,-573
MTR_402,20230710,119000,115269,1,116833,116834,2167,-1564,-1565
MTR_402,20230711,147000,118207,0,119841,119841,27159,-1634,-1634
MTR_402,20230712,156000,151573,3,153799,153802,2201,-2226,-2229
MTR_402,20230713,173000,90648,5,91860,91865,81140,-1212,-1217
MTR_402,20230714,173000,129011,3,130831,130834,42169,-1820,-1823
MTR_402,20230715,183000,133105,-5,134768,134763,48232,-1663,-1658
MTR_402,20230716,39000,38334,2,38973,38975,27,-639,-641
MTR_402,20230717,210000,92526,6,93846,93852,116154,-1320,-1326
MTR_402,20230718,176000,157457,4,159747,159751,16253,-2290,-2294
MTR_402,20230719,209000,197671,0,200793,200793,8207,-3122,-3122
MTR_403,20210927,234000,232032,19,475859,475878,-241859,-243827,-243846
MTR_403,20210928,492000,458143,29023,463825,492848,28175,-5682,-34705
MTR_403,20210929,584000,556345,27,560851,560878,23149,-4506,-4533
MTR_403,20210930,555200,550513,24,554762,554786,438,-4249,-4273
MTR_403,20211001,430000,395708,23,394555,394578,35445,1153,1130
MTR_403,20211002,302000,295550,11,297890,297901,4110,-2340,-2351
MTR_403,20211004,485000,466257,23,469851,469874,15149,-3594,-3617
MTR_403,20211005,410100,385083,23,387925,387948,22175,-2842,-2865
MTR_403,20211006,423000,390961,25,393877,393902,29123,-2916,-2941
MTR_403,20211007,321100,310708,21,312990,313011,8110,-2282,-2303
MTR_403,20211008,452000,442605,23,451354,451377,646,-8749,-8772
MTR_403,20211009,415000,352310,18011,371087,389098,43913,-18777,-36788
MTR_403,20211010,26000,18856,1,2791,2792,23209,16065,16064
MTR_403,20211011,406000,393002,10,395876,395886,10124,-2874,-2884
MTR_403,20211012,527000,500203,14,513847,513861,13153,-13644,-13658
MTR_403,20211013,136000,125056,326955,137974,464929,-1974,-12918,-339873
MTR_403,20211014,224000,217374,240927,210916,451843,13084,6458,-234469
MTR_403,20211015,695000,644262,16,651958,651974,43042,-7696,-7712
MTR_403,20211016,263000,261123,12,248916,248928,14084,12207,12195
MTR_403,20211017,28000,27802,2,27991,27993,9,-189,-191
MTR_403,20211018,344000,341589,16,343901,343917,99,-2312,-2328
MTR_403,20211019,194000,192642,8,193955,193963,45,-1313,-1321
MTR_403,20211020,263000,261158,12,262920,262932,80,-1762,-1774
MTR_403,20211021,295000,292965,12,294913,294925,87,-1948,-1960
MTR_403,20211022,390000,341673,10,345779,345789,44221,-4106,-4116
