INJECTOR_CODE,FOLIO_NUMBER,ORDERED_QUANTITY,COMMITTED_NET_QUANTITY,UNACCOUNTED,FRAC_UNACCOUNTED,PRODUCT_THRUPUT,serka
INJ_308,20230602,600,600,3,606,3997,-3397
INJ_308,20230603,1650,1650,5,106,10994,-9344
INJ_308,20230605,750,750,2,397,4998,-4248
INJ_308,20230607,2100,2100,1,799,13995,-11895
INJ_308,20230609,1500,1500,1,799,9995,-8495
INJ_308,20230610,750,750,3,3,4998,-4248
INJ_308,20230613,1350,1350,2,998,8996,-7646
INJ_308,20230614,2400,1800,1,200,11994,-10194
INJ_308,20230615,600,600,5,999,3998,-3398
INJ_308,20230617,600,600,3,598,3998,-3398
INJ_308,20230619,1050,1050,5,997,6995,-5945
INJ_308,20230621,900,900,3,605,5996,-5096
INJ_308,20230626,600,600,4,797,3997,-3397
INJ_308,20230627,5250,5250,7,198,34981,-29731
INJ_308,20230628,1650,1650,4,801,10996,-9346
INJ_308,20230630,750,750,2,105,4997,-4247
INJ_308,20230701,1800,1800,12,300,11995,-10195
INJ_308,20230703,600,600,3,296,3997,-3397
INJ_308,20230704,450,450,4,199,2997,-2547
INJ_308,20230705,1800,1800,4,204,11991,-10191
INJ_308,20230706,900,450,11,8,2998,-2548
INJ_308,20230707,450,450,12,892,2998,-2548
INJ_308,20230708,600,600,2,998,3997,-3397
INJ_308,20230710,750,750,4,501,4998,-4248
INJ_308,20230711,450,450,5,702,2996,-2546
INJ_308,20230712,750,750,7,809,4998,-4248
INJ_308,20230713,2550,1800,6,649,11995,-10195
INJ_308,20230714,4200,600,3,930,3998,-3398
INJ_308,20230715,3000,750,2,893,4998,-4248
INJ_308,20230717,4800,1200,0,0,7994,-6794
INJ_308,20230718,15600,1650,10,165,10995,-9345
INJ_308,20230719,450,450,8,954,2998,-2548
INJ_309,20210928,6500,6500,0,-1,25992,-19492
INJ_309,20210930,12500,10500,0,3,41985,-31485
INJ_309,20211001,10500,9250,0,1,36989,-27739
INJ_309,20211004,3250,3250,0,0,12999,-9749
INJ_309,20211006,3250,3250,0,0,0,3250
INJ_309,20211007,7000,7000,0,-1,27994,-20994
INJ_309,20211008,8000,6000,0,2,23993,-17993
INJ_309,20211009,4500,4500,0,-1,17995,-13495
INJ_309,20211011,6000,6000,0,2,23995,-17995
INJ_309,20211018,10250,10250,0,-1,40991,-30741
INJ_309,20211020,3750,3750,0,1,14996,-11246
INJ_309,20211021,10500,10500,0,0,41986,-31486
INJ_309,20211022,6000,6000,0,0,23993,-17993
INJ_309,20211025,5750,5750,0,1,22994,-17244
INJ_309,20211026,6000,6000,0,2,23990,-17990
INJ_309,20211027,9750,9750,0,1,38991,-29241
INJ_309,20211028,5000,5000,0,1,19993,-14993
INJ_309,20211030,7500,7500,0,2,29987,-22487
INJ_309,20211101,12500,8500,0,2,33986,-25486
INJ_309,20211102,6750,6750,0,0,26993,-20243
INJ_309,20211103,3750,3750,0,0,14999,-11249
INJ_309,20211104,3250,3250,0,0,12996,-9746
INJ_309,20211105,10500,8750,0,0,34991,-26241
INJ_309,20211106,3500,3500,0,0,13997,-10497
INJ_309,20211109,4000,4000,0,1,15994,-11994
INJ_309,20211110,7000,7000,0,2,27996,-20996
INJ_309,20211111,9000,7500,0,1,29991,-22491
INJ_309,20211112,17000,15000,0,2,59969,-44969
INJ_309,20211113,7750,3250,0,625,10320,-7070
INJ_309,20211115,2750,2750,0,0,10997,-8247
INJ_309,20211116,14750,14750,0,1,58989,-44239
INJ_309,20211117,14500,14500,0,2,57981,-43481
INJ_309,20211119,7750,7750,0,-1,30992,-23242
INJ_309,20211120,10750,10750,0,2,42991,-32241
INJ_309,20211122,3500,3500,0,0,13997,-10497
INJ_309,20211123,3750,3750,0,0,14995,-11245
INJ_309,20211124,7750,7750,0,-1,30993,-23243
INJ_309,20211125,7500,7500,0,-1,29990,-22490
INJ_309,20211126,11250,11250,0,2,44993,-33743
INJ_309,20211127,4500,4500,0,0,17999,-13499
INJ_309,20211129,5000,5000,0,0,19993,-14993
INJ_309,20211130,6500,6500,0,1,25989,-19489
INJ_309,20211201,6750,6750,0,-1,26990,-20240
INJ_309,20211202,4250,4250,0,0,16993,-12743
INJ_309,20211203,3250,3250,0,0,12999,-9749
INJ_309,20211204,8000,8000,0,2,31988,-23988
INJ_309,20211206,4500,4500,0,0,17998,-13498
INJ_309,20211207,3750,3750,0,0,14998,-11248
INJ_309,20211208,3250,3250,0,0,12996,-9746
INJ_309,20211209,3250,3250,0,0,12994,-9744
INJ_309,20211210,12750,12750,0,1,50989,-38239
INJ_309,20211214,3750,3750,0,1,14997,-11247
INJ_309,20211215,7000,7000,0,1,27991,-20991
INJ_309,20211217,8750,7000,0,0,27984,-20984
INJ_309,20211220,7000,7000,0,1,27996,-20996
INJ_309,20211221,2750,2750,0,0,11001,-8251
INJ_309,20211222,13750,13750,0,2,54982,-41232
INJ_309,20211223,2750,2750,0,1,10994,-8244
INJ_309,20211224,13500,13500,0,2,53986,-40486
INJ_309,20211225,3750,3750,0,0,15000,-11250
INJ_309,20211227,9250,9250,0,1,36981,-27731
INJ_309,20211228,9750,9750,0,1,38988,-29238
INJ_309,20211229,9500,9500,0,1,37984,-28484
INJ_309,20211230,7000,7000,0,1,27992,-20992
INJ_309,20211231,6500,6500,0,1,25993,-19493
INJ_309,20220101,6750,6750,0,0,26990,-20240
INJ_309,20220103,3250,3250,0,2,12994,-9744
INJ_309,20220105,8000,8000,1,267,31941,-23941
INJ_309,20220106,3500,3500,0,2,13980,-10480
INJ_309,20220115,3250,3250,0,-1,12982,-9732
INJ_309,20220117,3250,3250,0,1,12981,-9731
INJ_309,20220119,4500,4500,0,1,17966,-13466
INJ_309,20220120,2500,2500,0,0,9971,-7471
INJ_309,20220121,4750,4750,0,0,18958,-14208
INJ_309,20220124,3250,3250,0,0,12979,-9729
INJ_309,20220125,5000,5000,0,0,19953,-14953
INJ_309,20220126,3250,3250,0,0,12980,-9730
INJ_309,20220128,1750,1750,0,1,6977,-5227
INJ_309,20220131,7750,3750,0,0,14981,-11231
INJ_309,20220201,2750,2750,0,-1,10979,-8229
INJ_309,20220202,8000,8000,0,0,31954,-23954
INJ_309,20220203,2750,2750,0,0,10978,-8228
INJ_309,20220204,3750,3750,0,0,14988,-11238
INJ_309,20220208,2750,2750,0,-1,10981,-8231
INJ_309,20220209,3750,3750,0,0,14988,-11238
INJ_309,20220210,2750,2750,0,0,10978,-8228
INJ_309,20220211,4000,4000,0,0,15968,-11968
INJ_309,20220212,6500,5250,0,1,20946,-15696
INJ_309,20220214,5000,5000,0,1,19950,-14950
INJ_309,20220219,4000,4000,0,0,15968,-11968
INJ_309,20220221,5000,5000,0,-1,19976,-14976
INJ_309,20220225,2500,2500,0,-1,9980,-7480
INJ_309,20220228,2500,2500,0,1,9963,-7463
INJ_309,20220301,3750,3750,0,1,14965,-11215
INJ_309,20220303,9000,9000,0,1,35988,-26988
INJ_309,20220304,5000,5000,0,0,19994,-14994
INJ_309,20220305,3500,3500,0,0,13986,-10486
INJ_309,20220307,5000,5000,0,0,19985,-14985
INJ_309,20220308,7250,7250,0,0,28977,-21727
INJ_309,20220311,4250,4250,0,0,16990,-12740
INJ_309,20220312,4250,4250,0,0,16984,-12734
INJ_309,20220314,4250,4250,0,1,16983,-12733
INJ_309,20220316,4000,4000,0,-1,15989,-11989
INJ_309,20220317,3500,3500,0,-1,13991,-10491
INJ_309,20220318,5000,5000,0,0,19989,-14989
INJ_309,20220319,14250,14250,0,0,56965,-42715
INJ_309,20220323,4750,4750,0,0,18988,-14238
INJ_309,20220325,4500,4500,0,1,17989,-13489
INJ_309,20220328,4500,4500,0,0,17985,-13485
INJ_309,20220329,4500,4500,0,1,17984,-13484
INJ_309,20220404,5000,5000,0,-1,19989,-14989
INJ_309,20220407,10250,10250,0,2,40972,-30722
INJ_309,20220412,3750,3750,0,0,14997,-11247
INJ_309,20220413,4500,4500,0,0,17988,-13488
INJ_309,20220416,8750,8750,0,0,34970,-26220
INJ_309,20220420,9000,9000,0,0,35976,-26976
INJ_309,20220421,5000,5000,0,0,19987,-14987
INJ_309,20220422,5000,5000,0,1,19984,-14984
INJ_309,20220424,4750,4750,0,1,18983,-14233
INJ_309,20220425,5750,5750,0,0,22984,-17234
INJ_309,20220427,3750,3750,0,1,14989,-11239
INJ_309,20220428,11000,11000,0,1,43977,-32977
INJ_309,20220429,3750,3750,0,1,14997,-11247
INJ_309,20220504,5750,5750,0,0,22984,-17234
INJ_309,20220505,3750,3750,0,1,14993,-11243
INJ_309,20220506,3750,3750,0,0,14996,-11246
INJ_309,20220507,2000,2000,0,0,7996,-5996
INJ_309,20220509,3750,3750,0,0,14991,-11241
INJ_309,20220510,3750,3750,0,1,14992,-11242
INJ_309,20220512,5000,5000,0,0,19986,-14986
INJ_309,20220513,8500,8500,0,1,33978,-25478
INJ_309,20220514,11250,7250,0,1,28983,-21733
INJ_309,20220517,13000,13000,0,3,50779,-37779
INJ_309,20220518,8750,8750,0,1,34978,-26228
INJ_309,20220519,3500,3500,0,0,13993,-10493
INJ_309,20220520,5000,5000,0,0,19988,-14988
INJ_309,20220521,5750,5750,0,2,22985,-17235
INJ_309,20220523,4000,4000,0,-1,15985,-11985
INJ_309,20220524,2500,2500,0,0,9992,-7492
INJ_309,20220525,3250,3250,0,0,12990,-9740
INJ_309,20220526,6750,4750,0,0,18984,-14234
INJ_309,20220527,16500,16500,0,1,65957,-49457
INJ_309,20220528,8000,8000,0,-1,31983,-23983
INJ_309,20220531,6250,6250,0,0,24989,-18739
INJ_309,20220601,4250,4250,0,3,16988,-12738
INJ_309,20220602,4000,4000,0,0,15983,-11983
INJ_309,20220603,4500,4500,0,1,17985,-13485
INJ_309,20220604,8000,8000,0,3,31985,-23985
INJ_309,20220608,13750,13750,0,1,54966,-41216
INJ_309,20220610,8250,8250,0,0,32977,-24727
INJ_309,20220611,11500,11500,0,2,45976,-34476
INJ_309,20220613,5000,3250,0,2,12992,-9742
INJ_309,20220614,10500,10500,0,0,41969,-31469
INJ_309,20220615,4500,4500,0,1,17988,-13488
INJ_309,20220616,10750,8750,0,0,34978,-26228
INJ_309,20220617,4000,4000,0,1,15989,-11989
INJ_309,20220618,4250,4250,0,0,16990,-12740
INJ_309,20220620,2500,2500,0,0,9992,-7492
INJ_309,20220621,6250,6250,0,1,24983,-18733
INJ_309,20220622,5000,5000,0,0,19991,-14991
INJ_309,20220623,4750,4750,0,1,18985,-14235
INJ_309,20220624,16000,16000,0,2,63962,-47962
INJ_309,20220627,5000,5000,0,1,19983,-14983
INJ_309,20220628,8750,8750,0,2,34975,-26225
INJ_309,20220629,3750,3750,0,0,14993,-11243
INJ_309,20220630,15500,15500,0,4,55957,-40457
INJ_309,20220701,10000,10000,0,1,39981,-29981
INJ_309,20220702,9250,9250,0,0,36981,-27731
INJ_309,20220704,3500,3500,0,0,13988,-10488
INJ_309,20220705,4500,4500,0,0,17988,-13488
INJ_309,20220706,9000,9000,0,1,35966,-26966
INJ_309,20220707,10250,10250,0,0,40965,-30715
INJ_309,20220708,11250,11250,0,-1,44968,-33718
INJ_309,20220712,3750,3750,0,0,14996,-11246
INJ_309,20220713,4250,4250,0,1,16989,-12739
INJ_309,20220714,3750,3750,0,2,14991,-11241
INJ_309,20220716,4000,4000,0,0,15989,-11989
INJ_309,20220718,7000,7000,0,-1,27992,-20992
INJ_309,20220719,6250,6250,0,2,24983,-18733
INJ_309,20220720,3250,3250,0,0,12995,-9745
INJ_309,20220721,11500,11500,0,1,45975,-34475
INJ_309,20220723,3750,3750,0,0,14990,-11240
INJ_309,20220725,7250,7250,0,1,28978,-21728
INJ_309,20220726,3750,3750,0,1,14987,-11237
INJ_309,20220727,3750,3750,0,0,14990,-11240
INJ_309,20220730,4000,4000,0,0,15988,-11988
INJ_309,20220801,4250,4250,0,0,16898,-12648
INJ_309,20220802,9250,9250,0,-2,36977,-27727
INJ_309,20220804,4250,4250,0,1,16986,-12736
INJ_309,20220805,12500,10750,0,3,49967,-39217
INJ_309,20220806,7000,7000,0,0,27986,-20986
INJ_309,20220808,3750,3750,0,0,14991,-11241
INJ_309,20220810,14750,14750,0,1,58955,-44205
INJ_309,20220811,7250,7250,0,-1,28975,-21725
INJ_309,20220813,7000,7000,0,1,27975,-20975
INJ_309,20220816,13500,13500,0,2,53960,-40460
INJ_309,20220817,7500,7500,0,0,29981,-22481
INJ_309,20220818,6500,6500,0,0,25985,-19485
INJ_309,20220819,7250,7250,0,2,28981,-21731
INJ_309,20220822,24000,24000,0,5,95915,-71915
INJ_309,20220824,15500,13500,0,1,53961,-40461
INJ_309,20220825,7250,7250,0,0,28981,-21731
INJ_309,20220826,14000,14000,0,1,55962,-41962
INJ_309,20220827,23250,23250,0,0,92918,-69668
INJ_309,20220829,13500,13500,0,1,53967,-40467
INJ_309,20220830,16500,16500,0,2,65957,-49457
INJ_309,20220831,30250,30250,0,2,120942,-90692
INJ_309,20220901,8250,8250,0,1,32974,-24724
INJ_309,20220902,7500,7500,0,1,29975,-22475
INJ_309,20220906,7250,7250,0,1,28976,-21726
INJ_309,20220909,9000,7250,0,-1,28982,-21732
INJ_309,20220910,7000,7000,0,0,27977,-20977
INJ_309,20220912,14250,14250,0,0,56970,-42720
INJ_309,20220914,14250,7250,0,0,28973,-21723
INJ_309,20220915,7500,7500,0,1,29977,-22477
INJ_309,20220916,22000,22000,0,2,87934,-65934
INJ_309,20220920,7250,7250,0,-1,28982,-21732
INJ_309,20220921,7500,7500,0,1,29983,-22483
INJ_309,20220922,7250,5500,0,0,28983,-23483
INJ_309,20220923,10250,10250,0,0,40968,-30718
INJ_309,20220927,4500,4500,0,1,17987,-13487
INJ_309,20220928,4750,4750,0,1,18987,-14237
INJ_309,20220929,4500,4500,0,0,17987,-13487
INJ_309,20220930,4500,4500,0,0,17988,-13488
INJ_309,20221001,4750,4750,0,1,18987,-14237
INJ_309,20221004,3500,3500,0,0,13991,-10491
INJ_309,20221005,3500,3500,0,0,13994,-10494
INJ_309,20221006,4750,4750,0,0,18981,-14231
INJ_309,20221008,1000,1000,0,1,2740,-1740
INJ_309,20221011,3500,3500,0,0,13995,-10495
INJ_309,20221012,3500,3500,0,0,13992,-10492
INJ_309,20221013,14750,13250,0,1,52971,-39721
INJ_309,20221014,5500,4500,0,2,17994,-13494
INJ_309,20221015,15250,15250,0,1,60944,-45694
INJ_309,20221018,3750,3750,0,-1,14988,-11238
INJ_309,20221021,13250,11750,0,-1,46972,-35222
INJ_309,20221024,3500,3500,0,1,13989,-10489
INJ_309,20221026,11250,11250,0,2,44964,-33714
INJ_309,20221027,4250,4250,0,1,16986,-12736
INJ_309,20221031,8000,7250,0,3,28981,-21731
INJ_309,20221101,3250,3250,0,3,12991,-9741
INJ_309,20221104,2750,2750,0,0,10992,-8242
INJ_309,20221105,4250,4250,0,2,16991,-12741
INJ_309,20221107,4250,4250,0,0,16994,-12744
INJ_309,20221110,4500,4500,0,1,17986,-13486
INJ_309,20221112,3500,3500,0,0,13990,-10490
INJ_309,20221114,3250,3250,0,2,12988,-9738
INJ_309,20221116,3750,3750,0,0,14989,-11239
INJ_309,20221117,3500,3500,0,0,13990,-10490
INJ_309,20221118,7750,7750,0,0,30982,-23232
INJ_309,20221121,3750,3750,0,1,14988,-11238
INJ_309,20221122,4750,4750,0,0,18990,-14240
INJ_309,20221123,8000,8000,0,1,31982,-23982
INJ_309,20221125,8000,8000,0,1,31976,-23976
INJ_309,20221128,9750,7750,0,0,30978,-23228
INJ_309,20221130,5750,3750,0,1,14992,-11242
INJ_309,20221203,3500,3500,0,1,13991,-10491
INJ_309,20221205,5000,5000,0,1,19989,-14989
INJ_309,20221206,8750,8750,0,0,34978,-26228
INJ_309,20221207,9750,7500,0,-2,29982,-22482
INJ_309,20221208,6000,4250,0,1,16991,-12741
INJ_309,20221209,8250,8250,0,2,32990,-24740
INJ_309,20221210,4750,4750,0,-2,18990,-14240
INJ_309,20221216,8000,8000,0,2,31974,-23974
INJ_309,20221217,9000,9000,0,0,35979,-26979
INJ_309,20221219,4250,4250,0,0,16989,-12739
INJ_309,20221221,10750,9250,0,-1,36981,-27731
INJ_309,20221222,7750,7750,0,-1,30984,-23234
INJ_309,20221223,6750,6750,0,1,26984,-20234
INJ_309,20221224,5000,5000,0,0,19993,-14993
INJ_309,20221226,3750,3750,0,2,14992,-11242
INJ_309,20221227,8500,8500,0,0,33988,-25488
INJ_309,20221228,4750,3500,0,0,13988,-10488
INJ_309,20221229,6000,6000,0,0,23986,-17986
INJ_309,20221230,623,623,0,0,2466,-1843
INJ_309,20221231,4000,4000,0,0,15988,-11988
INJ_309,20230101,3250,3250,0,0,12993,-9743
INJ_309,20230102,7250,7250,0,1,28984,-21734
INJ_309,20230103,3250,3250,0,0,12993,-9743
INJ_309,20230104,3500,3500,0,0,14001,-10501
INJ_309,20230105,3000,3000,0,2,12000,-9000
INJ_309,20230107,3250,3250,0,2,13002,-9752
INJ_309,20230109,3250,3250,0,0,13004,-9754
INJ_309,20230110,3250,3250,0,0,13003,-9753
INJ_309,20230112,8500,8500,0,2,34010,-25510
INJ_309,20230113,4250,4250,0,0,17000,-12750
INJ_309,20230116,7000,7000,0,2,28000,-21000
INJ_309,20230117,9000,9000,0,1,36001,-27001
INJ_309,20230118,7000,7000,0,3,28005,-21005
INJ_309,20230119,3750,3750,0,-1,14999,-11249
INJ_309,20230120,10250,8750,0,2,34992,-26242
INJ_309,20230123,4250,4250,0,1,16996,-12746
INJ_309,20230301,1750,0,0,0,592,-592
INJ_309,20230313,11750,1000,0,4,5942,-4942
INJ_401,20210928,24900,22500,0,0,74981,-52481
INJ_401,20210929,37200,37200,0,0,123969,-86769
INJ_401,20210930,35700,35700,0,3,118942,-83242
INJ_401,20211001,18300,18300,0,-1,51984,-33684
INJ_401,20211002,29700,29700,0,1,98957,-69257
INJ_401,20211004,36300,29100,0,-1,96965,-67865
INJ_401,20211005,15900,15900,0,2,52947,-37047
INJ_401,20211006,20400,20400,0,-1,67980,-47580
INJ_401,20211007,18000,17400,0,-1,57987,-40587
INJ_401,20211008,22800,22800,0,1,75988,-53188
INJ_401,20211009,26100,23700,5,579,78955,-55255
INJ_401,20211011,12000,12000,0,1,39990,-27990
INJ_401,20211012,20700,20700,0,1,68977,-48277
INJ_401,20211013,6000,3600,2,702,11999,-8399
INJ_401,20211022,33900,28800,0,1,95966,-67166
INJ_401,20211023,32700,32700,0,-2,108968,-76268
INJ_401,20211025,4500,4500,0,-1,14997,-10497
INJ_401,20211026,12600,12600,0,0,41978,-29378
INJ_401,20211027,23100,23100,0,840,88279,-65179
INJ_401,20211028,34500,34500,0,0,100970,-66470
INJ_401,20211029,12300,12300,0,-1,40989,-28689
INJ_401,20211030,34800,34800,0,0,115958,-81158
INJ_401,20211101,37800,37800,0,3,125945,-88145
INJ_401,20211102,14100,14100,0,0,46986,-32886
INJ_401,20211103,17400,17400,0,0,57982,-40582
INJ_401,20211104,41400,39900,0,0,132960,-93060
INJ_401,20211105,24300,21900,0,2,67419,-45519
INJ_401,20211106,18900,18900,0,2,62969,-44069
INJ_401,20211108,35700,35700,0,2,118949,-83249
INJ_401,20211109,24300,23700,0,-1,78974,-55274
INJ_401,20211110,21600,21600,0,1,71978,-50378
INJ_401,20211111,21900,21900,0,0,72966,-51066
INJ_401,20211112,33600,31200,0,1,103936,-72736
INJ_401,20211113,36900,32700,0,1,108979,-76279
INJ_401,20211116,4500,4500,0,0,14992,-10492
INJ_401,20211117,28800,26400,0,0,95943,-69543
INJ_401,20211118,29100,29100,0,0,96945,-67845
INJ_401,20211119,21600,21600,0,0,71970,-50370
INJ_401,20211120,28500,28500,0,0,94957,-66457
INJ_401,20211122,2100,2100,0,1,6994,-4894
INJ_401,20211126,30300,25800,0,1,85972,-60172
INJ_401,20211127,17400,13800,0,-2,37322,-23522
INJ_401,20211129,27600,27600,0,1,91967,-64367
INJ_401,20211130,14700,14700,0,1,48972,-34272
INJ_401,20211201,36000,31200,0,1,103963,-72763
INJ_401,20211202,41100,35100,0,1,107581,-72481
INJ_401,20211203,16800,16800,0,0,55976,-39176
INJ_401,20211204,22200,21300,0,0,70974,-49674
INJ_401,20211206,31800,27000,0,-1,89969,-62969
INJ_401,20211207,34500,32100,0,-2,106968,-74868
INJ_401,20211208,31800,31800,0,2,105975,-74175
INJ_401,20211209,18900,18900,0,-1,62974,-44074
INJ_401,20211210,39900,37200,0,-1,123959,-86759
INJ_401,20211211,24000,21600,0,-1,71970,-50370
INJ_401,20211213,31800,29100,0,-1,96977,-67877
INJ_401,20211214,17700,17700,0,0,58984,-41284
INJ_401,20211215,24300,23400,0,-1,77970,-54570
INJ_401,20211216,14100,14100,0,0,46987,-32887
INJ_401,20211217,40230,40230,0,1,140951,-100721
INJ_401,20211218,15900,11700,0,-1,38992,-27292
INJ_401,20211220,12000,2400,0,0,2812,-412
INJ_401,20211221,33900,33900,0,-1,112960,-79060
INJ_401,20211222,35100,35100,0,1,116963,-81863
INJ_401,20211223,38700,33900,0,2,112947,-79047
INJ_401,20211224,23100,21900,0,1,72966,-51066
INJ_401,20211225,32400,29700,0,0,98958,-69258
INJ_401,20211227,30000,30000,0,0,99961,-69961
INJ_401,20211228,25800,17400,0,1,57876,-40476
INJ_401,20211229,48600,47100,0,1,156937,-109837
INJ_401,20211230,34830,32430,0,-2,107973,-75543
INJ_401,20211231,22800,22800,0,0,75978,-53178
INJ_401,20220101,33900,33000,0,-1,112946,-79946
INJ_401,20220103,38700,36300,0,-2,120953,-84653
INJ_401,20220104,39600,39600,0,1,131955,-92355
INJ_401,20220105,11700,9000,0,1,30226,-21226
INJ_401,20220108,8100,2700,0,0,1886,814
INJ_401,20220122,12600,4200,0,0,2220,1980
INJ_401,20220126,17700,17700,0,-1,58984,-41284
INJ_401,20220127,23700,22500,0,0,74985,-52485
INJ_401,20220128,40500,40500,0,-2,134957,-94457
INJ_401,20220129,61200,54000,0,-2,179956,-125956
INJ_401,20220131,28200,28200,0,1,93982,-65782
INJ_401,20220201,33300,32400,0,0,107979,-75579
INJ_401,20220202,44700,40500,0,-1,134958,-94458
INJ_401,20220203,39600,39600,0,3,131952,-92352
INJ_401,20220204,45000,42600,0,1,141951,-99351
INJ_401,20220205,38700,38700,0,-2,128972,-90272
INJ_401,20220207,29400,29400,0,0,97983,-68583
INJ_401,20220208,43500,42000,0,3,139966,-97966
INJ_401,20220209,33300,33300,0,2,110961,-77661
INJ_401,20220210,30600,30600,0,1,101962,-71362
INJ_401,20220211,15900,15900,0,2,52984,-37084
INJ_401,20220212,49200,49200,0,1,163966,-114766
INJ_401,20220214,40500,40500,0,-1,134979,-94479
INJ_401,20220215,36900,32100,0,-1,106952,-74852
INJ_401,20220216,61500,59100,0,1,196938,-137838
INJ_401,20220217,22530,22530,0,0,74971,-52441
INJ_401,20220218,49200,43200,0,1,143957,-100757
INJ_401,20220219,31500,22500,0,-2,62409,-39909
INJ_401,20220310,7200,3600,0,0,1503,2097
INJ_401,20220923,250,250,0,-1,1996,-1746
INJ_401,20221008,375,375,0,0,2997,-2622
INJ_401,20221014,1000,1000,0,0,7999,-6999
INJ_401,20221015,1000,1000,0,0,7998,-6998
INJ_401,20221025,375,375,0,0,2999,-2624
INJ_401,20221031,500,500,0,0,3999,-3499
INJ_401,20221104,750,750,0,1,5995,-5245
INJ_401,20221123,250,250,0,-1,1998,-1748
INJ_401,20221202,375,375,0,0,2998,-2623
INJ_401,20221203,500,500,0,1,4000,-3500
INJ_401,20221207,1000,1000,0,0,7998,-6998
INJ_401,20221217,250,250,0,-1,1997,-1747
INJ_401,20221219,375,375,0,1,2999,-2624
INJ_401,20230106,750,750,0,0,5998,-5248
INJ_401,20230113,500,500,0,0,3999,-3499
INJ_401,20230114,2125,2125,0,0,16995,-14870
INJ_401,20230119,625,625,0,0,4999,-4374
INJ_401,20230125,375,375,0,0,2999,-2624
INJ_401,20230128,750,750,0,1,6001,-5251
INJ_401,20230202,500,500,0,0,3999,-3499
INJ_401,20230210,2375,2375,0,1,18997,-16622
INJ_401,20230214,1125,1125,0,-1,9003,-7878
INJ_401,20230217,500,500,0,0,3999,-3499
INJ_401,20230221,625,625,0,0,5000,-4375
INJ_401,20230314,13500,10200,0,1,34003,-23803
INJ_401,20230315,375,375,0,0,2999,-2624
INJ_401,20230318,375,375,0,0,3000,-2625
INJ_401,20230323,250,250,0,0,1999,-1749
INJ_401,20230324,500,500,0,1,3998,-3498
INJ_401,20230331,1500,750,0,0,5998,-5248
INJ_401,20230404,375,375,0,1,3001,-2626
INJ_401,20230406,625,625,0,0,5001,-4376
INJ_401,20230411,500,500,0,0,3999,-3499
INJ_401,20230413,250,250,0,0,2002,-1752
INJ_401,20230414,4950,4950,0,-1,20003,-15053
INJ_401,20230420,500,500,0,29,4000,-3500
INJ_401,20230423,375,375,0,0,3000,-2625
INJ_401,20230429,375,375,0,0,2999,-2624
INJ_401,20230503,500,500,0,1,4001,-3501
INJ_401,20230504,3875,875,0,0,6999,-6124
INJ_401,20230505,16500,16500,0,-1,54989,-38489
INJ_401,20230506,9300,5700,0,0,18998,-13298
INJ_401,20230508,43800,41400,0,-1,137983,-96583
INJ_401,20230509,35940,32720,0,1,116990,-84270
INJ_401,20230510,21160,19320,0,0,83998,-64678
INJ_401,20230511,20700,18860,0,0,82006,-63146
INJ_401,20230512,30050,30050,0,3,127009,-96959
INJ_401,20230513,44850,42320,0,6,185992,-143672
INJ_401,20230515,35420,32660,0,2,141992,-109332
INJ_401,20230516,21160,21160,0,1,91992,-70832
INJ_401,20230517,32350,32350,0,1,136997,-104647
INJ_401,20230518,18170,18170,0,1,79009,-60839
INJ_401,20230519,32660,24380,0,-1,109433,-85053
INJ_401,20230520,30820,30820,0,2,133992,-103172
INJ_401,20230522,33810,30130,0,2,130999,-100869
INJ_401,20230523,21850,21850,0,1,95000,-73150
INJ_401,20230524,46230,39790,0,-1,173000,-133210
INJ_401,20230525,36050,32630,0,2,137007,-104377
INJ_401,20230526,33120,33120,0,3,144011,-110891
INJ_401,20230527,47610,36110,-6,-901,157005,-120895
INJ_401,20230529,30640,24660,0,2,106007,-81347
INJ_401,20230530,45540,20470,0,0,88992,-68522
INJ_401,20230602,28860,2220,0,-1,6000,-3780
INJ_401,20230603,7770,1110,0,0,3001,-1891
INJ_401,20230606,23880,23880,0,-1,102018,-78138
INJ_401,20230607,26780,23100,0,0,98013,-74913
INJ_401,20230608,16100,15410,0,0,67020,-51610
INJ_401,20230609,32520,32520,0,1,188028,-155508
INJ_401,20230610,16700,15500,0,2,154993,-139493
INJ_401,20230612,28410,26810,0,-3,259993,-233183
INJ_401,20230613,18060,16460,0,-1,142997,-126537
INJ_401,20230614,15710,13910,0,1,131013,-117103
INJ_401,20230615,17200,15800,0,-2,170956,-155156
INJ_401,20230616,13200,12400,0,2,124020,-111620
INJ_401,20230617,23190,23190,0,1,212851,-189661
INJ_401,20230619,20810,18210,0,0,174612,-156402
INJ_401,20230620,16580,14690,0,-2,154477,-139787
INJ_401,20230621,12200,10500,0,-2,105007,-94507
INJ_401,20230622,11530,10630,0,-2,82004,-71374
INJ_401,20230626,14510,14510,0,-1,137010,-122500
INJ_401,20230627,4100,3000,0,-2,30000,-27000
INJ_401,20230628,31760,28960,0,-5,268006,-239046
INJ_401,20230630,14400,14400,0,1,143977,-129577
INJ_401,20230701,29490,23350,0,1,220006,-196656
INJ_401,20230703,9910,9910,0,0,90990,-81080
INJ_401,20230704,7750,6950,0,-1,56000,-49050
INJ_401,20230705,5400,5400,0,-1,54000,-48600
INJ_401,20230706,11400,10500,0,0,105006,-94506
INJ_401,20230707,17400,13800,0,0,138010,-124210
